"tweet","sentiment","id"
"Where the chuff has the sunshine gone?! It was hotter at 6am then it is now dammit!",1,NA
"#WEATHER:  7:47 am : 61.0F. Feels F. 30.02% Humidity. 0.0MPH North Wind.",2,NA
"Wow, sunny in Indianapolis for two days in a row!  We are going to get outside and take advantage of the nice weather...",3,NA
"#Weather fascinates me. Its rather thrilling Haha.",3,NA
"Shitty weather, but I feel amazing considering last night. Cleaning and vegetating, seeing an old friend for tea later. #FUCKYEAHDAYSOFF",1,NA
"About damn time we have gorgeous #weather.. Time to s the days d",3,NA
"Pleasant start to your Mon w/ seasonal temps. Increase clouds & storm chances this afternoon w/ mid 70s for highs. Storms could be strong",2,NA
"RT @mention: Julio Jones, Brandon Deaderick unloading boxes of clothing at Leland aid station. BD was in Tuscaloosa during storm.",2,NA
"Maui is 73F SHOWERS IN VICINITY AND BREEZY  #maui #weather",2,NA
"Wet Weather Temporarily Puts Dent In Fire Danger {link}",2,NA
"RT @mention: Concerned about approaching bad storm. We are retreating from present location and trying to find a safer area to br ...",1,NA
"Ebs. Cleaning out my inbox outside in the glorious breeze & sunshine sipping a latte. It's a beautiful day on Capitol Hill. #livecolorfully",3,NA
"Out in a few (: great weather!!!",3,NA
"RT @mention: Doubleheader day in Norman. Twice the fun for @mention and New Mexico! Love the cool in the air. Hot weather stinks",3,NA
"#WEATHER:  12:56 am: 60.0F. Feels 59F. 29.78% Humidity. 8.1MPH North Wind.",2,NA
"Hi, new followers -- happy sunny Thursday! @mention @mention @mention @mention and @mention - thanks for connecting.",3,NA
"It's Friday!! The rain and clouds are gone! It's seems like we're going to have nice weather this following days.... {link}",3,NA
"Flea market at the crossing & coffee with old friends turned a somber day into a wonderful delight. Rainy Sundays &lt;3",3,NA
"Tonight is a night where I want nothing more than to be at a Rangers game... the weather is perfect! #Rangers",3,NA
"@mention the weather is freaking me out!",1,NA
"Layyinqq in Bed Watchinqq tv @mention . .Its Too Damn hot outside .smh. . Wat yuh up 2?",1,NA
"this weather got me feelin great",3,NA
"This weather blows! (@ This stoplight blows) {link}",1,NA
"#WEATHER:  10:53 am: 79.0F. Feels F. 29.92% Humidity. 10.4MPH Southwest Wind.",2,NA
"I have a vid of idiotic bros jumping on a mattress outside of DCs during the thunderstorm. Should I upload, or is it self explanatory?",2,NA
"""ALL-TIME RECORD LOW HUMIDITY IN PHOENIX TODAY! 2% REPORTED AT SKY HARBOR...which reminds me to remind you of the... {link}",2,NA
"Outside: 60.9 F, Humidity: 92%, Wind: (136) 5 mph, Press: 29.60"", Rain: 0.71",2,NA
"Well this blows. no internet or cable at my house becuase of the fucking storm of death yesterday",1,NA
"Off to Mall of America then to the Lake to enjoy the nice weather. Holla at me when you see me!",3,NA
"Thunder? Wth? Its sunny and warm out O_o",1,NA
"whats up twitter not really into this but its ight i guess enjoyin this weather tho its about time its gettin warm",3,NA
"SPC Severe Thunderstorm Watch 299: WW 299 SEVERE TSTM GA NC SC VA 132045Z - 140300Z         URGENT - IMMEDI... {link}",2,NA
"Weather Alert: Flood Warning issued May 24 at 10:26AM MDT expiring May 25 at 1:26AM MDT by NWS Glasgow {link}... {link}",2,NA
"LifeVision Radio (LVR) - It's not July 4 yet, but Shooter Jennings is singing about it. Perfect for a sunny Friday! {link}",3,NA
"I'm so glad it's warm out. I wish ohio weather would always be like this",3,NA
"Current at 2:00 pm:  55F  Overcast | Partly Sunny Hi: 61 | Dewpoint: 44 | {link}",2,NA
"@mention Yes, please!! I'll be there at the end of the month... and I'm not looking forward to freezing! I'll wish for you, too! :)",1,NA
"What the weather feel like... they keep callin for rain... Ugghh!",1,NA
"Soaking up the sun,sipping on Mimosas by the pool. Ahh the life poor@mention workin today. Would like to see that hot bod out here with me",3,NA
"Yahoo Weather Forecast:Sunrise: 6:37 am, Sunset: 8:12 pmWed: Sunny, High 83, Low 61 Thu: Sunny, High 86, Low 67",2,NA
"i've got the sads something fierce. packing and awful weather. rain and cold, please go away for tomorrow. weather, you owe us BIG. #weep",1,NA
"Well kids, looks like lovely weather again... Might sun my shiny self today. The cufflink twins and I have a lunch date as well.",3,NA
"Looking forward to some #sunny weather tomorrow and the kids soccer games.",3,NA
"Expect sunny skies today with highs climbing into the low to mid 60's. Enjoy the beautiful spring day!",3,NA
"...STRONG WINDS EXPECTED IN THE GUADALUPE MOUNTAINS TODAY... .AN UPPER LEVEL STORM MOVING INTO THE DESERT SOUTHWEST TOD {link}",2,NA
"RT @mention: Tornado Watch until 8 pm, includes metro. A generic storm for most of us, but isolated tornadoes possible. Stay ale ...",2,NA
"Outside: 64.0 F, Humidity: 85%, Wind: (101) 3 mph, Press: 29.81"", Rain: 0.31",2,NA
"SPC Severe Thunderstorm Watch 298: WW 298 SEVERE TSTM AR IL KY MO MS TN 131735Z - 140000Z       URGENT - IM... {link}",2,NA
"...THUNDERSTORM RAINS ON TOP OF SATURATED GROUND AND SNOW MELT WILL CONTINUE THE THREAT OF FLASH FLOODING THROUGH 6 AM  {link}",2,NA
"Holy crap it hit 84 today, and it feels good!! 7pm and still 81 degrees, love you summer weather!!",3,NA
"weather data 11:00 AM 61.2&#xB0;F 98 pct 4.3 mph",2,NA
"Such horrid weather.",1,NA
"Stuck on Orlando Tarmac waiting to get off plane. Pilot says it's overcast, 90 degrees, and humid out there. Sounds sticky. #mashcon",1,NA
"RT @mention: Its been really sunny in Oakland Hills with a light breeze,like all day {link} &lt;thanks for the forecast",2,NA
"Fair and 45 F at Butler County Automatic Weather Observing / Report, PA {link}",2,NA
"#WEATHER:  7:53 pm : 33.0F. Feels 21F. 29.94% Humidity. 19.6MPH North Wind.",2,NA
"Eastern sections of Cowley Co. seeing significant storms. That has not been classified as severe. #ksstorms {link}",2,NA
"Got some pre ridin in. 80 deg and sunny is going to feel awesome for tomorrows race. Lookin forward to that climbin! {link}",3,NA
"It took several years ..but I'm starting to think it's just too windy in Kansas. Starting to wear on me a bit.",1,NA
"Denver could have snow by morning: The latest storm threatens to leave a blanket of snow on the ground by Sunday... {link}",2,NA
"@mention &gt;hey nt feeling to gud shit this fla weather needs to make its mind up hell it was cold last night",1,NA
"...WINTER STORM WATCH IN EFFECT FROM MONDAY EVENING THROUGH LATE TUESDAY NIGHT... THE NATIONAL WEATHER SERVICE IN BILLI {link}",2,NA
"weather called for (and still is) 90% chance if rain. I planned accordingly and am pissed.",1,NA
"@mention I Bet, Its Hot As Fuck Out Dere And #ItsOnlySpring #SMH",1,NA
"Storm Prediction Center placed Ft Smith & Fayetteville on east edge of HIGH risk of severe storms. Tornado Watches will be needed tonight.",2,NA
"@mention {link} buddy hates this weather too! He hides under the bed :-(",1,NA
"WEATHER ALERT: Strong Thunderstorms Possible: Strong thunderstorms are moving through parts of Eastern Carolina ... {link}",2,NA
"So the 1st stage of the Tour of California today was scrubbed. Why? Cold weather, icy roads around Lake Tahoe. 10-degree windchill! Brrr!",1,NA
"What the fuck? Now it's sunny? This weather is freaking me out.",1,NA
"@mention Ah ok. sounds like we've got slightly better weather for once.",3,NA
"hello summa weather #owwowww",3,NA
"What a great McLean Day!  Beautiful weather, wonderful people and a great way to celebrate our community!",3,NA
"Current Wx in Charles County: Time: 7:30 PM. Temp: 66*F. Feels Like: 66*F. Cond: Cloudy. Hum: 65%. Winds: NW at 2 MPH.",2,NA
"@mention weather is beautiful today, finally after the rain.  The rents are great and we're getting T Harbor opened up.  How's the Big Apple?",3,NA
"RT @mention: Storm with rotation developing west of Bentonville and XNA #arwx #tornado",2,NA
"Nashville Today: A 30 percent chance of showers and thunderstorms after 7am. Partly sunny, with a high near 77. (cont) {link}",2,NA
"It is so nice to walk outside and feel genuinely warm again. And not dripping wet.",3,NA
"#WEATHER: 5:53 pm C: 89.0F. Feels F. 29.71% Humidity. 21.9MPH South Wind.",2,NA
"Severe thunderstorm watch in effect for Franklin County area until 6 p.m.",2,NA
"SPC MD 712: MD 0712 CONCERNING SEVERE THUNDERSTORM WATCH 268...270... FOR IND THROUGH CNTRL AND NERN KY...SWR... {link}",2,NA
"San Antonio, Texas Weather :: 74F OVERCAST from San Antonio, Texas Weather {link}",2,NA
"Cheerleading tryouts in the freezing cold um yeah upper respiratory infection WAS better now I see her coughing.....great",1,NA
"Hope the weather changes. Sure is a dreary day in Zamunda...",1,NA
"Severe Weather Statement issued May 21 at 3:54AM CDT expiring May 21 at 4:00AM CDT by NWS Houston - Galveston... {link}",2,NA
"Im burning right now.Why is the weather sooo hot?",1,NA
"Wish the snow would hurry up and melt so I can start going to Tahoe again.",1,NA
"Im freaking freezing my ass off at this soccer game!",1,NA
"@mention does severe weather strike w.mich in the evening/overnight more often than morning/afternoon?",2,NA
"Holy crap its freezing outside!",1,NA
"@mention I just barley looked outside the window ... It isn't sunny :(",1,NA
"Was out enjoying the fresh air and sunshine today, boy i needed it too.:): {link}",3,NA
"US Storm Prediction Center issues severe thunderstorm watch for Texas: A severe thunderstorm watch has been issu... {link}",2,NA
"RT @mention: soooo im mad we had a week of good weather and now this week it wants to go back into the low-mid 50's #MichiganWeather",1,NA
"Sunshine + back porch + book. It's going to be a crazy day, but I like the way it's starting.",3,NA
"#Randomthought how the hell could i get sick in such nice weather!",3,NA
"Drought Outlook: Higher humidity, better rain chances: Some late-week wetness??? {link}",2,NA
"RT @mention: @mention So awesome! This year's weather could be the best in a long time:-) Enjoy! -lg",3,NA
"Its very cold outside,take your jackets.",2,NA
"Yucky rainy morning equals warm coffee with Baileys... {link}",1,NA
"#WEATHER:  9:56 pm : 74.0F. Feels F. 29.86% Humidity. 8.1MPH South Wind.",2,NA
"Grim down south...awful weather!",1,NA
"@mention wassup buddy...well the weather for da 17th looks horrible...but i mite go 2 play lounge thursday with hubby...",1,NA
"Severe Thunderstorm Watch for portions of the area in MS until 9:00pm. {link} #mswx",2,NA
"#WEATHER:  2:54 pm : 84.0F. Feels F. 29.82% Humidity. 10.4MPH West Wind.",2,NA
"Use The Online Search Engines Regularly. The New Year has come in with icy weather. Even F...  {link} #regularly",2,NA
"#WEATHER: 1:53 am P: 51.0F. Feels 49F. 30.05% Humidity. 5.8MPH East Wind.",2,NA
"@mention love thunderstorms and me too, beginning something new right now #amwriting",3,NA
"The weather feels sooo darn good !!!",3,NA
"Is this what they call Indian Winter? #freezing",1,NA
"@mention I've been out twice this year but not since the end of April. This weather is terrible so I know what (cont) {link}",1,NA
"Severe storm warning issued for Austin {link}",2,NA
"BBC News - Missouri tornado: Joplin storm kills dozens - {link}",2,NA
"And y is it the closer summer is getting the colder the weather getting.... Smh. Mother nature #real!!!!!!!",1,NA
"damn.. Its toooooo hot outside",1,NA
"@mention @mention The weather is unfortunate today!  I'll be working all day, but someone have a drink for me!",1,NA
"&lt;3 summer weather!! #lovethesun even if it doesn't love red heads!",3,NA
"#WEATHER:  11:53 am: 82.0F. Feels F. 29.84% Humidity. 6.9MPH South Wind.",2,NA
"It went from pouring rain to sunny in 5 min. WHAT THE FUCK BELANIE!",1,NA
"Home from the carwash; hot ass hell out there but got tha whip nice and shinny. Finna smack down on this sub sandwich doe lol",1,NA
"@mention Yeah its really good for damp weather. Maybe we can do a limited run sometime.",3,NA
"Whipping out the birkenstock sandals todayyyy, :) Hopefully the weather stays this way",3,NA
"had a lovely day in Lyme Regis...went giddy at the knees on the Cobb...enjoyed the sunshine and ate......loads! *happy days*",3,NA
"KPLR says they see some rotation south of Maryland Heights. #stl #storm",2,NA
"The weather outside is frightfu!",1,NA
"80 degrees in L'Ville, feeling like some good ol' #SoftballSunday weather",3,NA
"Why is the weather so bipolar?",1,NA
"@mention hi Susan, thanks for the follow! look forward to tweeting at you again now & in future about sports. enjoy this great weather!",3,NA
"Photoset: Two looks out my office window from yesterdays crazy weather day. {link}",1,NA
"Thunderstorm &lt;3",3,NA
"Svr T'Storm Warning Decatur, Hardin Counties until 7pm. Isolated storm ahead of line that will come later roughly 9-9:30 TN RV, 11-mid Nash.",2,NA
"@mention dis stoopd ass weather",1,NA
"kym johnson Ed Mathews: Cool, rainy weather depressing {link}",1,NA
"@mention This is the best weather we have had in a long time!! It's beautiful!",3,NA
"...LOCALLY HEAVY RAIN POSSIBLE THROUGH EARLY WEDNESDAY... .A STORM SYSTEM WILL MOVE EAST ACROSS THE CENTRAL PLAINS OVER {link}",2,NA
"It's going to be 80 degrees today in Minneapolis. Thank God, we're getting a taste of spring, and I see the flowers have started blooming",3,NA
"holy crapmatters, it's been a busy day.  weather problems, drives for joplin, doing the news on my own and calling the refinery guy, jeeezz",1,NA
"Hot Weather...Need new tank tops... Venice tanks available at {link}  @mention @mention @mention @mention",2,NA
"@mention it's a great day to be laying on the beach in sunny San Diego! #summer2011",3,NA
"RT @mention this weather ain't lookin too promising for the rest of the week #smh  yea homie, looks real shitty.",1,NA
"Weather Spotter Ml Baron posted this nice video of a rainbow late this afternoon over Eastern MA. {link}",3,NA
"@mention Speaking of which-how is your day? It's been rainy and now sunny",2,NA
"#WEATHER:  8:56 pm : 55.0F. Feels 53F. 30.00% Humidity. 8.1MPH Southwest Wind.",2,NA
"#ncwx Conditions for Durham, NC at 7:50 am EDT: Current Conditions: Partly Cloudy, 69 FForecast: Mon - Scattered Thunderstorms. High:...",2,NA
"Severe Thunderstorm Warning for Delaware County in OK until 8:30pm CDT. #okwx",2,NA
"#WEATHER:  3:53 pm : 63.0F. Feels 62F. 29.95% Humidity. 11.5MPH Southwest Wind.",2,NA
"Severe Thunderstorm Warning issued May 12 at 12:15PM CDT expiring May 12 at 12:30PM CDT by NWS Houston - Galvest... {link}",2,NA
